Expense_id,Transaction, Amount ,Category,Sub-Category,Payment_Method,Description
621,2020-02-06,8.77,Entertainment,Itunes,Cash,APL*ITUNES.COM/BILL      866-712-7753 CA
622,2020-02-06,60.00,Healthcare,Dental,Credit Card,S&W ROUND ROCK CLINIC F2 ROUND ROCK   TX
623,2020-02-06,18.93,Healthcare,Vitamins,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
624,2020-02-06,5.41,Shopping,Toys,Credit Card,FIVE BELOW 1161          ROUND ROCK   TX
625,2020-02-06,48.98,Healthcare,Medication,Cash,SQ *DIAMOND CBD 02-06 gosq.com F L xxxx DEBIT CARD PURCHASE
626,2020-02-07,448.14,Shopping,Electronic,Credit Card,BEST BUY      00014571   TEMPLE       TX
627,2020-02-07,30.82,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
628,2020-02-07,5.36,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
629,2020-02-07,17.00,Personal Care,Brows,Credit Card,BROWZ N HENNA            ROUND ROCK   TX
630,2020-02-07,7.39,Food,Alcohol,Cash,HYATT REGENCY AUST 02-05 AUSTIN TX xxxx DEBIT CARD PURCHASE
631,2020-02-08,60.00,Healthcare,Copay,Credit Card,S&W DESK GTVC            TEMPLE       TX
632,2020-02-08,11.89,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
633,2020-02-09,25.82,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
634,2020-02-09,308.00,Shopping,Shoes,Credit Card,SQ *DAVID HIGGINS        ROUND ROCK   TX
635,2020-02-09,33.17,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
636,2020-02-10,70.00,Food,Dine out,Credit Card,ROMANOS 1176             ROUND ROCK   TX
637,2020-02-10,22.78,Automobile,Gas,Cash,CHEVRON/7-ELEVEN 36265 02-09-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
638,2020-02-10,23.82,Food,Dine out,Cash,ASIA CAFE 02-08 AUSTIN TX xxxx D EBIT CARD PURCHASE
639,2020-02-10,6.48,Food,Dine out,Cash,ASIA CAFE 02-08 AUSTIN TX xxxx D EBIT CARD PURCHASE
640,2020-02-10,20.95,Food,Grocery,Cash,FIESTA MART #25 02-09-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
641,2020-02-10,90.94,Food,Grocery,Cash,H-E-B #031 02-09-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
642,2020-02-10,6.24,Food,Alcohol,Cash,HYATT REGENCY AUST 02-06 AUSTIN TX xxxx DEBIT CARD PURCHASE
643,2020-02-10,7.60,Shopping,Gifts,Cash,WALGREENS STORE 11724 RES 02-08- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
644,2020-02-10,7.23,Shopping,Gifts,Cash,WALGREENS STORE 11724 RES 02-08- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
645,2020-02-11,38.89,Shopping,Clothing,Credit Card,THE DISNEY STORE #930    ROUND ROCK   TX
646,2020-02-11,7.18,Food,Dine out,Credit Card,AUNTIE ANNES TX157       ROUND ROCK   TX
647,2020-02-11,79.25,Automobile,Registration,Cash,GOVERNMENT PAYMENT 02-10 956-682 -3466 TX xxxx DEBIT CARD PURCHASE
648,2020-02-11,73.01,Healthcare,Vitamins,Cash,WALGREENS STORE 11724 RES 02-10- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
649,2020-02-12,50.00,Bills,Club Membership,Credit Card,4TE*ISLAMIC ASSOCIATION O901-756-4794 TN
650,2020-02-12,250.00,Healthcare,Copay,Credit Card,S&W ROUND ROCK HOSP ED   ROUND ROCK   TX
651,2020-02-12,91.16,Shopping,Clothing,Credit Card,WM SUPERCENTER #475      ROUND ROCK   TX
652,2020-02-12,28.82,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
653,2020-02-12,155.00,Shopping,Personal,Credit Card,ULTA #91                 ROUND ROCK   TX
654,2020-02-12,130.82,Food,Delivery,Cash,SNAPKITCHEN.COM 02-11 HTTPSSNAPK ITC TX xxxx DEBIT CARD PURCHASE
655,2020-02-12,32.72,Shopping,Gifts,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA My Family and Other Animals by SHIPPING AND TAX
656,2020-02-13,31.59,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
657,2020-02-13,21.31,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
658,2020-02-13,11.99,Food,Dine out,Credit Card,CHICK-FIL-A #03835       ROUND ROCK   TX
659,2020-02-13,26.03,Food,Grocery,Credit Card,SPROUTS FARMERS MAR      ROUND ROCK   TX
660,2020-02-14,31.74,Shopping,Clothing,Credit Card,FORCHICS ONLINE SHOP     HTTPSEGOSUPPLNY
661,2020-02-14,37.86,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
662,2020-02-14,7.33,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
663,2020-02-14,36.95,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
664,2020-02-14,75.44,Shopping,Toys,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Klipsch Image S4A In-ear Headp SHIPPING AND TAX
665,2020-02-15,57.95,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
666,2020-02-15,20.65,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
667,2020-02-15,12.48,Food,Grocery,Credit Card,NEW MADINA MARKET        AUSTIN       TX
668,2020-02-15,33.68,Food,Grocery,Credit Card,WORLD FOOD & HALAL MARKETAUSTIN       TX
669,2020-02-16,14.28,Food,Dine out,Credit Card,8059 Dominos Pizza       Round Rock   TX
670,2020-02-16,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
671,2020-02-17,13.25,Automobile,Gas,Credit Card,EXXONMOBIL    47804588   ROUND ROCK   TX
672,2020-02-17,48.00,Entertainment,Kid Center,Credit Card,THE THINKERY             AUSTIN       TX
673,2020-02-17,51.00,Entertainment,Kid Center,Credit Card,THE THINKERY             AUSTIN       TX
674,2020-02-17,45.00,Food,Dine out,Credit Card,THE HALAL CORNER         AUSTIN       TX
675,2020-02-17,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
676,2020-02-17,66.75,Shopping,Gifts,Credit Card,AMAZON RETAIL            SEATTLE      WA 24 Piece Tegu Magnetic Wooden SHIPPING AND TAX
677,2020-02-18,61.67,Automobile,Gas,Credit Card,CHAMPION ENERGY SERVICES 281-6535090  TX
678,2020-02-18,13.32,Food,Dine out,Cash,TST* PHO THAI SON 02-16 AUSTIN T X xxxx DEBIT CARD PURCHASE
679,2020-02-18,18.29,Food,Grocery,Cash,FIESTA MART #25 02-16-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
680,2020-02-18,1.00,Food,Grocery,Cash,FIESTA MART #25 02-16-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
681,2020-02-18,91.18,Food,Grocery,Cash,H-E-B #031 02-16-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
682,2020-02-18,25.94,Shopping,Clothing,Cash,ACADEMY SPORTS & OUTDO 02-16-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
683,2020-02-18,6.59,Food,Alcohol,Cash,HYATT REGENCY AUST 02-14 AUSTIN TX xxxx DEBIT CARD PURCHASE
684,2020-02-18,66.90,Entertainment,Kid Center,Cash,AUSTIN AQUARIUM 02-17 AUSTIN TX xxxx DEBIT CARD PURCHASE
685,2020-02-19,75.00,Bills,Maintenance,Credit Card,WATER WORKS IRRIGATION   ARLINGTON    TN
686,2020-02-19,60.00,Insurance,Home,Credit Card,FIRST AMER HOME BUYER PR 818-7815050  CA
687,2020-02-19,9.59,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
688,2020-02-19,308.14,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
689,2020-02-19,29.59,Automobile,Gas,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
690,2020-02-19,36.63,Automobile,Car Wash,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
691,2020-02-19,21.15,Food,Dine out,Credit Card,MAD GREENS - 0304        MARTINDALE   TX
692,2020-02-19,48.21,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
693,2020-02-19,28.04,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
694,2020-02-19,130.82,Food,Delivery,Cash,SNAPKITCHEN.COM 02-18 HTTPSSNAPK ITC TX xxxx DEBIT CARD PURCHASE
695,2020-02-19,6.44,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 02-18-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
696,2020-02-19,24.77,Healthcare,Vitamins,Cash,WALGREENS STORE 11724 RES 02-18- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
697,2020-02-20,29.46,Food,Dine out,Credit Card,TOWN OF COLLIERVILLE     866-514-5192 TN
698,2020-02-20,21.01,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
699,2020-02-20,139.00,Entertainment,Concert,Credit Card,TEXAS PERFORMING ARTS    512-4711444  TX
700,2020-02-20,1.29,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 02-19-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
701,2020-02-20,1.07,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 02-19-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
702,2020-02-21,704.39,Vacation,Hotel,Cash,AIRBNB HMAKTYC84P 02-21 AIRBNB.C OM CA xxxx DEBIT CARD PURCHASE
703,2020-02-22,7.73,Food,Dine out,Credit Card,PANERA BREAD #601861 P   TEMPLE       TX
704,2020-02-22,60.00,Healthcare,Copay,Credit Card,S&W DESK GTVC            TEMPLE       TX
705,2020-02-22,33.77,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
706,2020-02-22,13.68,Food,Dine out,Credit Card,CORNER STORE 1338        TEMPLE       TX continued on next page...
707,2020-02-22,25.15,Food,Dine out,Credit Card,CORNER STORE 1338        TEMPLE       TX
708,2020-02-22,23.80,Shopping,Hobby,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA ASURION 3 Year Portable Electr SHIPPING AND TAX
709,2020-02-22,126.60,Shopping,Hobby,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Nikon Prostaff 3S 8x42 Binocul SHIPPING AND TAX
710,2020-02-23,6.00,Food,Dine out,Credit Card,SQ *AMY'S ICE CREAMS     Austin       TX
711,2020-02-23,25.00,Entertainment,Movies,Credit Card,SQ *VSTAR ENTERTAINMENT GMinneapolis  MN
712,2020-02-23,20.00,Entertainment,Movies,Credit Card,SQ *VSTAR ENTERTAINMENT GMinneapolis  MN
713,2020-02-23,6.00,Automobile,Parking,Credit Card,UT AUS BASS   20017562   AUSTIN       TX
714,2020-02-23,23.17,Food,Dine out,Credit Card,IN N OUT BURGER 319      AUSTIN       TX
715,2020-02-23,15.00,Automobile,Parking,Credit Card,UT AUSTIN - PTS APM      AUSTIN       TX
716,2020-02-25,3.79,Shopping,DVD Rental,Credit Card,REDBOX *DVD RENTAL       866-733-2693 IL
717,2020-02-25,17.94,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
718,2020-02-25,13.16,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
719,2020-02-26,14.95,Personal Care,Hair cut,Credit Card,PREMIER CUTS             ROUND ROCK   TX
720,2020-02-26,97.35,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
721,2020-02-26,18.57,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
722,2020-02-26,12.68,Food,Dine out,Credit Card,CORNER STORE 1338        TEMPLE       TX
723,2020-02-26,24.03,Food,Dine out,Credit Card,CORNER STORE 1338        TEMPLE       TX
724,2020-02-27,135.00,Entertainment,Sports,Credit Card,SOCCER SHOTS - AUSTIN    512-420-9450 TX
725,2020-02-27,202.00,Vacation,Hotel,Credit Card,MLGW                     901-544-6549 TN
726,2020-02-27,172.50,Healthcare,Massage,Credit Card,SQ *DOLLHOUSE BEAUT      AUSTIN       TX
727,2020-02-27,10.60,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
728,2020-03-01,135.00,Entertainment,Music Lessons,Credit Card,PREMIER MUSIC ACADEMY    ROUND ROCK   TX
729,2020-03-01,28.45,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
730,2020-03-02,11.68,Insurance,Car  ,Credit Card,STATE FARM INSURANCE     800-956-6310 IL
731,2020-03-02,31.54,Food,Dine out,Credit Card,FIREHOUSE SUBS # 3       ROUND ROCK   TX
732,2020-03-02,30.00,Food,Dine out,Credit Card,GATTILAND ROUND ROCK     ROUND ROCK   TX
733,2020-03-03,45.44,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
734,2020-03-03,14.07,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
735,2020-03-03,28.06,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
736,2020-03-04,234.60,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
737,2020-03-04,11.45,Food,Dine out,Credit Card,MCDONALD'S F35038        ROUND ROCK   TX
738,2020-03-05,16.56,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
739,2020-03-05,10.97,Food,Grocery,Credit Card,DAVOD`S MEDITERRANEAN MARAUSTIN       TX
740,2020-03-06,46.17,Food,Grocery,Credit Card,INDO PAK                 ROUND ROCK   TX
741,2020-03-06,32.89,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
742,2020-03-06,45.00,Healthcare,Copay,Credit Card,WESLEY NEUROLOGY CLINIC  MEMPHIS      TN
743,2020-03-06,30.87,Food,Dine out,Credit Card,CHICK-FIL-A #03835       ROUND ROCK   TX
744,2020-03-07,19.10,Entertainment,Movies,Credit Card,APL*ITUNES.COM/BILL      866-712-7753 CA
745,2020-03-07,12.59,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
746,2020-03-08,141.66,Healthcare,Copay,Credit Card,S&W ROUND ROCK HOSP ADMI ROUND ROCK   TX
747,2020-03-08,30.66,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
748,2020-03-12,34.63,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
749,2020-03-13,34.88,shopping,Clothing,Credit Card,CEFCO 0014               TEMPLE       TX
750,2020-03-13,13.74,shopping,Clothing,Credit Card,CEFCO 0014               TEMPLE       TX
751,2020-03-13,60.00,Healthcare,Copay,Credit Card,S&W DESK 5A              TEMPLE       TX
752,2020-03-13,58.39,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
753,2020-03-13,21.99,Healthcare,Medication,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
754,2020-03-14,35.57,Automobile,Car Wash,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
755,2020-03-14,33.05,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
756,2020-03-14,538.78,Shopping,Home Improvement,Credit Card,THE HOME DEPOT 504       ROUND ROCK   TX
757,2020-03-15,60.00,Healthcare,Copay,Credit Card,S&W DESK 4B              TEMPLE       TX
758,2020-03-16,17.98,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
759,2020-03-17,26.29,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
760,2020-03-18,13.60,Automobile,Gas,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
761,2020-03-18,127.72,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
762,2020-03-18,18.25,Shopping,Personal,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
763,2020-03-18,19.78,Food,Dine out,Credit Card,MCDONALD'S F35038        ROUND ROCK   TX
764,2020-03-18,1.08,Food,Snacks,Credit Card,BURGER KING #16620       ROUND ROCK   TX
765,2020-03-19,60.00,Insurance,Home,Credit Card,FIRST AMER HOME BUYER PR 818-7815050  CA
766,2020-03-20,14.06,Bills,TV subscription,Credit Card,Netflix.com              408-5403700  CA
767,2020-03-20,29.71,Food,Grocery,Credit Card,INDO PAK                 ROUND ROCK   TX
768,2020-03-21,33.34,Automobile,Car Wash,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
769,2020-03-21,95.42,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
770,2020-03-21,47.88,Shopping,Clothing,Credit Card,BASS PRO STORE ROUND ROC ROUND ROCK   TX
771,2020-03-21,26.82,Automobile,Gas,Credit Card,EXXONMOBIL    47804588   ROUND ROCK   TX
772,2020-03-22,25.95,Food,Dine out,Credit Card,SUBWAY        00444802   ROUND ROCK   TX
773,2020-03-22,1.05,Food,Snacks,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
774,2020-03-22,2.14,Food,Grocery,Credit Card,INDO PAK SUPERMARKET     RICHARDSON   TX
775,2020-03-22,24.70,Food,Dine out,Credit Card,AFRAH RESTAURANT         RICHARDSON   TX
776,2020-03-22,45.94,Food,Dine out,Credit Card,AFRAH RESTAURANT         RICHARDSON   TX
777,2020-03-23,32.00,Entertainment,Kid Center,Credit Card,PIRATES COVE             BURLESON     TX
778,2020-03-23,44.88,Entertainment,Kid Center,Credit Card,PIRATES COVE             BURLESON     TX
779,2020-03-23,7.57,Entertainment,Kid Center,Credit Card,PIRATES COVE             BURLESON     TX
780,2020-03-23,7.85,Entertainment,Kid Center,Credit Card,PIRATES COVE             BURLESON     TX
781,2020-03-24,84.57,Bills,Electricity,Credit Card,ATMOS ENERGY             888-286-6700 TX
782,2020-03-24,27.37,Food,Dine out,Credit Card,PAPA JOHN'S #4491        ROUND ROCK   TX
783,2020-03-24,34.92,Automobile,Gas,Credit Card,SHELL OIL 91004090897    BURLESON     TX
784,2020-03-24,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
785,2020-03-25,75.93,Shopping,Gifts,Credit Card,EDIBLE ARRANGEMENTS      877-363-7848 CT
786,2020-03-25,62.02,Bills,Gas,Credit Card,CHAMPION ENERGY SERVICES 281-6535090  TX
787,2020-03-25,8.34,Food,Dine out,Credit Card,STARBUCKS STORE 13331    AUSTIN       TX
788,2020-03-25,62.00,Food,Dine out,Credit Card,TRUE FOOD KITCHEN #1025  AUSTIN       TX
789,2020-03-26,48.60,Food,Dine out,Credit Card,TOWN OF COLLIERVILLE     866-514-5192 TN
790,2020-03-26,35.92,Automobile,Car Wash,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
791,2020-03-26,41.41,Automobile,Car Wash,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
792,2020-03-26,36.17,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
793,2020-03-26,14.07,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
794,2020-03-27,126.92,Bills,Cable Internet,Credit Card,TWC*TIME WARNER CABLE    888-TWCABLE  TX
795,2020-03-27,139.85,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
796,2020-03-27,163.37,Shopping,D残or,Credit Card,MARSHALLS #0775          ROUND ROCK   TX
797,2020-03-27,90.04,Shopping,Home ware,Credit Card,BED BATH & BEYOND #305   ROUND ROCK   TX
798,2020-03-28,17.00,Personal Care,Brows,Credit Card,SQ *BROWZ AND HENNA 5    Round Rock   TX
799,2020-03-29,261.58,Healthcare,Copay,Credit Card,BSW CUSTOMER SERVICE     8009940371   TX
800,2020-03-29,44.42,Food,Grocery,Credit Card,INDO PAK                 ROUND ROCK   TX
801,2020-03-29,1.07,Food,Snacks,Credit Card,BURGER KING #16620       ROUND ROCK   TX
802,2020-03-31,317.20,Food,Grocery,Credit Card,COSTCO WHSE #1152        CEDAR PARK   TX continued on next page...
803,2020-03-31,21.65,Shopping,Gifts,Credit Card,DOLLAR TREE              CEDAR PARK   TX
804,2020-03-31,14.27,Food,Dine out,Credit Card,MURPHY EXPRESS 8614      CEDAR PARK   TX
805,2020-03-31,21.22,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
806,2020-04-01,169.00,Vacation,Hotel,Credit Card,MLGW                     901-544-6549 TN
807,2020-04-01,39.59,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
808,2020-04-01,135.00,Entertainment,Music Lessons,Credit Card,PREMIER MUSIC ACADEMY    ROUND ROCK   TX
809,2020-04-02,296.72,Insurance,Car  ,Credit Card,STATE FARM INSURANCE     800-956-6310 IL
810,2020-04-02,41.81,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
811,2020-04-02,3.88,Food,Snacks,Credit Card,SHELL OIL 57528172307    ROUND ROCK   TX
812,2020-04-03,60.00,Healthcare,Copay,Credit Card,S&W DESK 4B              TEMPLE       TX
813,2020-04-03,25.38,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
814,2020-04-03,37.60,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
815,2020-04-04,44.41,Shopping,Clothing,Credit Card,GYMBOREE 5026            ROUND ROCK   TX
816,2020-04-04,147.23,Shopping,Clothing,Credit Card,GYMBOREE 5026            ROUND ROCK   TX
817,2020-04-04,4.60,Food,Dine out,Credit Card,STARBUCKS STORE 11075    ROUND ROCK   TX
818,2020-04-05,9.96,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
819,2020-04-05,60.00,Personal Care,Nails,Credit Card,AROMA NAILS & SPA        ROUND ROCK   TX
820,2020-04-05,8.35,Shopping,Personal,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
821,2020-04-05,83.15,Shopping,Shoes,Credit Card,GYMBOREE 5026            ROUND ROCK   TX
822,2020-04-06,20.55,Food,Dine out,Credit Card,CHURCHS CHICKEN          ROUND ROCK   TX
823,2020-04-06,115.82,Shopping,Shoes,Credit Card,FAMOUSFOOTWEAR#2605      ROUND ROCK   TX
824,2020-04-06,27.06,Shopping,Shoes,Credit Card,SHOE CARNIVAL #0341      ROUND ROCK   TX
825,2020-04-06,126.53,Shopping,Clothing,Credit Card,JANIE AND JACK 2836      ROUND ROCK   TX
826,2020-04-06,17.30,Food,Dine out,Credit Card,PHIL'S PHILLY GRILL      ROUND ROCK   TX
827,2020-04-06,153.38,Shopping,Clothing,Credit Card,JUSTICE #1209            ROUND ROCK   TX
828,2020-04-06,9.35,Food,Snacks,Credit Card,AUNTIE ANNES TX157       ROUND ROCK   TX
829,2020-04-07,37.20,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
830,2020-04-07,7.04,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
831,2020-04-07,1.98,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
832,2020-04-07,1.40,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
833,2020-04-07,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
834,2020-04-08,52.16,Healthcare,Copay,Credit Card,S&W BUSINESS OFFICE MAIN TEMPLE       TX
835,2020-04-08,42.11,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
836,2020-04-08,15.95,Personal Care,Hair cut,Credit Card,PREMIER CUTS - ROUND ROCKROUND ROCK   TX
837,2020-04-08,18.48,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
838,2020-04-08,74.36,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
839,2020-04-08,72.51,Shopping,Shoes,Credit Card,DSW UNIVERSITY OAKS      ROUND ROCK   TX
840,2020-04-08,228.31,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
841,2020-04-09,38.93,Automobile,Gas,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
842,2020-04-09,7.04,Food,Snacks,Credit Card,SHELL OIL 57528172307    ROUND ROCK   TX
843,2020-04-10,533.73,Food,Grocery,Credit Card,S&W DESK 5A              TEMPLE       TX
844,2020-04-10,12.39,Food,Dine out,Credit Card,STARBUCKS STORE 22297    ROUND ROCK   TX
845,2020-04-10,23.78,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
846,2020-04-11,14.07,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
847,2020-04-11,34.64,Shopping,Shoes,Credit Card,DSW UNIVERSITY OAKS      ROUND ROCK   TX
848,2020-04-11,9.88,Food,Dine out,Credit Card,CHICK-FIL-A #03835       ROUND ROCK   TX
849,2020-04-12,50.00,Personal Care,Nails,Credit Card,AROMA NAILS & SPA        ROUND ROCK   TX
850,2020-04-12,48.92,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
851,2020-04-12,58.59,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
852,2020-04-12,7.74,Food,Snacks,Cash,EXXONMOBIL    45971678   TEMPLE       TX
853,2020-04-13,18.62,Food,Dine out,Credit Card,QDOBA #1877              AUSTIN       TX
854,2020-04-13,10.99,Food,Dine out,Credit Card,QDOBA #1877              AUSTIN       TX
855,2020-04-13,452.32,Shopping,Home ware,Credit Card,MACYS  BARTON CREEK      AUSTIN       TX
856,2020-04-13,134.07,Shopping,Clothing,Credit Card,MACYS  BARTON CREEK      AUSTIN       TX
857,2020-04-13,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
858,2020-04-13,5.57,Food,Dine out,Credit Card,CHICK-FIL-A #0017        AUSTIN       TX
859,2020-04-14,380.61,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
860,2020-04-14,30.56,Automobile,Gas,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
861,2020-04-14,26.02,Healthcare,Vitamins,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
862,2020-04-14,9.00,Food,Snacks,Cash,7-11 STORE 38607         ROUND ROCK   TX
863,2020-04-14,40.01,Food,Dine out,Credit Card,HALALBROSCORPORATION_3   AUSTIN       TX
864,2020-04-16,74.97,Food,Grocery,Credit Card,INDO PAK                 ROUND ROCK   TX
865,2020-04-16,8.74,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
866,2020-04-16,5.50,Food,Snacks,Cash,SHELL OIL 57528172307    ROUND ROCK   TX
867,2020-04-17,107.82,Shopping,Clothing,Credit Card,KOHLS #0192              GEORGETOWN   TX
868,2020-04-17,2.60,Automobile,Toll Fee,Credit Card,TXTAG 888 468 9824       888-4689824  TX
869,2020-04-17,2.64,Automobile,Toll Fee,Credit Card,TXTAG 888 468 9824       888-4689824  TX
870,2020-04-17,48.40,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
871,2020-04-17,150.33,Shopping,Home ware,Credit Card,TJ MAXX #1005            GEORGETOWN   TX
872,2020-04-17,205.52,Shopping,Home ware,Credit Card,ROSS STORES #1487        GEORGETOWN   TX
873,2020-04-18,19.72,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
874,2020-04-18,157.91,Shopping,D残or,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
